message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
Your number is selected in Amazon mega lottery Rs.10000 crores!,lottery_scam,reward,lottery,0.82,scam,SMS,english,online_shoppers,information_theft,trust_building,financial_fraud
URGENT HIRING: Google Pay needs 500 employees. Apply now: https://rb.gy/p5444 ✅,job_scam,"urgency,reward",hiring,0.73,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
Congratulations! Selected for online job Rs.10000/month. Deposit Rs.10000 security,job_scam,reward,job,0.68,scam,SMS,english,job_seekers,information_theft,payment_request,financial_fraud
Your .. Flipkart .. akount .. hacked!! .. Secure .. it .. abhi: .. https://tinyurl.com/x3800,tech_support_scam,urgency,hacked,0.8,scam,WhatsApp,english,online_shoppers,impersonation,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 25/3/2024 at 11:00 PM,legitimate_message,none,reminder,0.3,legitimate,SMS,english,general,none,none,none
Govt. of India lottery winner! You won Rs.5000 lakhs. Registration: https://ow.ly/y8115,lottery_scam,"reward,curiosity","winner,lottery,won",0.72,scam,SMS,english,general,phishing_link,trust_building,steal_information
PNB ALERT: Your account requires KYC update. Update now at https://ow.ly/c8821 or face penalties,bank_kyc_scam,urgency,"KYC,update,account",0.82,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your OTP is 145705. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,social_engineering,"OTP,share",0.85,scam,SMS,english,general,otp_request,account_takeover,account_takeover
"Work 2 ghanta daily, kamayen Rs.2500 monthly. Training provided: https://cutt.ly/g1164",job_scam,urgency,earn,0.64,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Electricity .. bill .. refund .. Rs.5000 .. pending. .. Submit .. bank .. details: .. https://short.link/p4260,refund_scam,"urgency,authority,reward","refund,bank details,pending",0.72,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Police Cyber Cell: Your number used in crime. Respond urgently: +91-7631382335,government_impersonation,"urgency,fear,authority",Police,0.79,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Congratulations .. selected .. ho .. TCS .. job .. ke .. liye .. Rs.10000 .. registration .. fee .. bhare: .. https://short.link/r8406,job_scam,reward,"registration fee,vacancy",0.78,scam,WhatsApp,english,job_seekers,phishing_link,payment_request,steal_information
261427 is your security code. Bank official will ask for this to unblock your account,otp_scam,"urgency,authority,social_engineering","code,security",0.78,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Package delivry on hold. Verify shipping address: https://bit.ly/g2872,parcel_delivery_scam,curiosity,"delivery,package",0.75,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
BlueDart: Delivery attempted. Pay Rs.2500 to reschedule: https://ow.ly/z1644,parcel_delivery_scam,urgency,delivery,0.8,scam,SMS,english,online_shoppers,payment_request,payment_request,financial_fraud
Your flight booking confirmed. PNR: 104339965. Journey: 12/2/2024,legitimate_message,none,confirmed,0.06,legitimate,SMS,english,general,none,none,none
Your flight booking confirmed. PNR: 872243756. Journey: 26/8/2024,legitimate_message,none,confirmed,0.02,legitimate,SMS,english,general,none,none,none
Join our trading group. Make Rs.2500 daily from home: https://short.link/p8644,investment_scam,reward,trading,0.78,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
"Dear customer, minimum balance in your Canara account is Rs.5000",legitimate_message,none,none,0.26,legitimate,Email,english,general,none,none,none
"Dear customer, minimum balance in your PNB account is Rs.1000",legitimate_message,none,none,0.0,legitimate,Email,english,general,none,none,none
"OTP for Rs.25000 payment: 328588. To cancel, share this OTP with us on +91-9426776930",otp_scam,"urgency,social_engineering","OTP,share",0.91,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your Instagram subscription refund Rs.2500 pending. Process: https://short.link/x4128,refund_scam,"urgency,reward","refund,pending",0.73,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your Flipkart parcel is held at customs. Pay Rs.500 duty: https://rb.gy/t9486 ⚠️,parcel_delivery_scam,curiosity,"parcel,customs,duty,held",0.58,scam,WhatsApp,english,online_shoppers,payment_request,payment_request,financial_fraud
Your rupay of Rs.5000 failed but amount debited. Refund: https://tinyurl.com/x5719,refund_scam,"urgency,reward",refund,0.77,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Receive Rs.5000 reward by accepting payment request: https://rb.gy/r5218,upi_payment_scam,reward,"payment,Rs,accept",0.7,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your .. account .. is .. locked. .. Verify .. OTP .. 929176 .. with .. support .. team .. to .. unlock,otp_scam,"social_engineering,curiosity","OTP,verify",0.78,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Congratulations! Selected for online job Rs.25000/month. Deposit Rs.25000 security,job_scam,"urgency,reward",job,0.67,scam,SMS,english,job_seekers,information_theft,payment_request,financial_fraud
ALERT: Rs.1000 debited from your account. Dispute payment: https://ow.ly/h6501,upi_payment_scam,urgency,"payment,Rs",0.69,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your phone will be locked in 24 hours due to virus. Fix now: https://short.link/w1175,tech_support_scam,urgency,virus,0.63,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Your appointment with Dr. Patel confirmed for 16/5/2024 at 10:00 AM,legitimate_message,none,confirmed,0.09,legitimate,SMS,english,general,none,none,none
BOB ALERT: Your account requires KYC update. Update now at https://tinyurl.com/o3669 or face penalties,bank_kyc_scam,"urgency,authority","KYC,update,account",0.94,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your number is selected in Google Pay mega lucky draw Rs.25000 crores! ‼️,lottery_scam,reward,lottery,0.68,scam,WhatsApp,english,general,information_theft,trust_building,financial_fraud
WhatsApp job opportunity - Rs.1000/day. Limited seats: https://rb.gy/a2055,job_scam,reward,job,0.7,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
You are selected for Google Pay annual prize Rs.25000. Registration required,lottery_scam,reward,prize,0.87,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Ayushman Bharat: You are eligible for Rs.500 health benefit: https://rb.gy/p7298,government_impersonation,fear,none,0.91,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Electricity bill paise wapas Rs.10000 pending hai. Submit bank details: https://ow.ly/i2506,refund_scam,"authority,reward,curiosity","refund,bank details,pending",0.72,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Ayushman Bharat: You are eligible for Rs.25000 health benefit: https://short.link/k1504,government_impersonation,authority,none,0.86,scam,SMS,english,general,impersonation,initial_contact,identity_theft
REFUND ALERT: Rs.500000 credited. Verify paymnt link: https://cutt.ly/v7709,upi_payment_scam,"urgency,reward,curiosity","payment,refund,credited,Rs",0.59,scam,SMS,english,general,payment_request,information_theft,financial_fraud
ALERT: .. Rs.25000 .. debited .. from .. apki .. accout .. Dispute .. paisa: .. https://short.link/e1116,upi_payment_scam,urgency,"payment,Rs",0.66,scam,WhatsApp,hinglish,general,payment_request,initial_contact,financial_fraud
Ayushman Bharat: You are eligible for Rs.25000 health benefit: https://short.link/e4381,government_impersonation,fear,none,0.82,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your Facebook account hacked! Secure it immediately: https://tinyurl.com/c9057,tech_support_scam,"urgency,fear",hacked,0.72,scam,SMS,english,general,impersonation,initial_contact,steal_information
"Dear customer, aapka IDBI account will be blocked in 24 hours. Update KYC immediately: https://short.link/m6866",bank_kyc_scam,"urgency,fear","KYC,blocked,update,account",0.82,scam,Email,hinglish,elderly,impersonation,information_theft,identity_theft
Congratulations! Rs.25000 cashback approved. Claim now: https://cutt.ly/s9801,upi_payment_scam,"urgency,reward","cashback,Rs",0.58,scam,SMS,english,general,payment_request,trust_building,financial_fraud
Meeting reminder: Team sync scheduled for 27/2/2024 at 16:00 PM,legitimate_message,none,reminder,0.2,legitimate,SMS,english,general,none,none,none
UIDAI .. ALERT: .. Aadhaar .. deactivated. .. Re-verify .. kare .. ke .. andar .. 48 .. ghante: .. https://cutt.ly/u8374,government_impersonation,"authority,curiosity","Aadhaar,UIDAI",0.76,scam,WhatsApp,english,general,impersonation,information_theft,identity_theft
Your Hotstar subscription refund Rs.1000 pending. Process: https://cutt.ly/q8979,refund_scam,"urgency,reward","refund,pending",0.73,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your electricity bill for Rs.50000 is due by 6/8/2024. Pay online.,legitimate_message,none,none,0.14,legitimate,SMS,english,general,none,none,none
"Dear customer, minimum balance in your IDBI account is Rs.2500",legitimate_message,none,none,0.28,legitimate,Email,english,general,none,none,none
URGENT: Airtel hiring for home-based kaams. No experience needed: https://rb.gy/p7025 ⏰,job_scam,"urgency,reward","job,hiring",0.68,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
201517 is your security code. Bank official will ask for this to unblock your account,otp_scam,"urgency,authority,social_engineering","code,security",0.76,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your SBI ATM card will be blocked. Update KYC now: https://tinyurl.com/f4618,bank_kyc_scam,"urgency,fear,authority","KYC,blocked,update",0.87,scam,SMS,english,general,impersonation,information_theft,identity_theft
Hi! Thanks for contacting Infosys support. Your ticket number: 743602534,legitimate_message,none,none,0.17,legitimate,SMS,english,general,none,none,none
Aadhaar Card suspended due to KYC mismatch. Update immediately: https://rb.gy/p9803,government_impersonation,"urgency,fear,authority",Aadhaar,0.82,scam,SMS,english,general,impersonation,initial_contact,identity_theft
DTDC: Your packet needs Rs.10000 handling charge. Pay here: https://rb.gy/p2464,parcel_delivery_scam,curiosity,parcel,0.76,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
SEBI registered investment plan. Triple your investment: https://tinyurl.com/t8866,investment_scam,urgency,invest,0.73,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
WhatsApp lottery winner! Rs.5000 prize. Verify on https://cutt.ly/q3879 ✅,lottery_scam,"reward,curiosity","winner,lottery,prize",0.86,scam,WhatsApp,english,general,phishing_link,information_theft,steal_information
Your Facebook account hacked! Secure it immediately: https://bitly/v4305,tech_support_scam,urgency,hacked,0.61,scam,SMS,english,general,impersonation,initial_contact,steal_information
Courier delivry failed 3 times. Final attempt - update details: https://cutt.ly/b6935,parcel_delivery_scam,"urgency,curiosity","delivery,courier",0.64,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
"Work 2 hours daily, earn Rs.5000 monthly. Training provided: https://bit.ly/j7399",job_scam,"urgency,reward",earn,0.67,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
You are eligible for Rs.2500 refund from TCS. Claim: https://cutt.ly/b2622 💰,refund_scam,"urgency,reward","refund,eligible,claim",0.68,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Your Paytm order 135023753 has been shipped and will arrive by 9/10/2024,legitimate_message,none,none,0.06,legitimate,SMS,english,online_shoppers,none,none,none
"Dear customer, your IndusInd account credited with Rs.500 on 23/8/2024",legitimate_message,none,none,0.27,legitimate,Email,english,general,none,none,none
Your OTP for Flipkart login is 326882. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.25,legitimate,SMS,english,online_shoppers,none,none,none
aapka Netflix acont hacked! Secure it jaldi se: https://cutt.ly/f9493 🎉,tech_support_scam,"urgency,fear",hacked,0.65,scam,WhatsApp,hinglish,general,impersonation,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 20/7/2024 at 13:00 PM,legitimate_message,none,reminder,0.14,legitimate,SMS,english,general,none,none,none
Join TCS investment plan. Rs.100000 becomes Rs.250000 in 90 days,investment_scam,reward,invest,0.85,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Your electricity bill for Rs.500000 is due by 28/8/2024. Pay online.,legitimate_message,none,none,0.1,legitimate,SMS,english,general,none,none,none
428215 - Use this OTP to complete KYC verification with our executive,otp_scam,urgency,"OTP,verification",0.81,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Part-time job alert! Earn Rs.500000 daily from mobile. Join: https://bit.ly/w2371,job_scam,"urgency,reward","job,earn",0.63,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Your phone data being stolen. Microsoft support: Call +91-8772710178,tech_support_scam,"urgency,social_engineering",none,0.68,scam,SMS,english,general,impersonation,initial_contact,steal_information
"Train ticket booked: PNR 754017376, Journey date: 27/8/2024",legitimate_message,none,booked,0.18,legitimate,SMS,english,general,none,none,none
Your appointment with Dr. Singh confirmed for 5/7/2024 at 18:30 PM,legitimate_message,none,confirmed,0.24,legitimate,SMS,english,general,none,none,none
